Project ID,Project Name,Street Number,Street Name,Street Type,Zip Code,City Analysis Neighborhood,Supervisor District,Project Sponsor,Total Units,Total Beds,Affordable Units,Affordable Beds,Single Room Occupancy Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Family Units,Senior Units,TAY Units,Homeless Units,LOSP Units,Disabled Units,20% AMI,30% AMI,40% AMI,50% AMI,60% AMI,80% AMI,120% AMI,More than 120% AMI,Year Building Constructed,Year Affordability Began,Latitude,Longitude,Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_bh8s_q3mv,:@computed_region_yftq_j783,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9
2014-007,O'Farrell Towers,477,O'Farrell,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,101,0,100,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,2000,2000,37.79,-122.4124222,POINT (-122.4124222 37.79),50,6,3,21,21,28858,5,1,10
1995-015,Geraldine Johnson Manor,5545,3rd,St,94124,Bayview Hunters Point,10,Bridge Housing / San Francisco Housing Development Corporation (Bayview Senior Housing),54,0,53,0,0,0,53,0,0,0,0,0,53,0,0,0,0,0,0,0,53,0,0,0,0,1998,1998,37.73,-122.3931198,POINT (-122.3931198 37.73),87,2,9,1,1,58,10,3,8
2001-015,The Dudley Apartments,172-180,6th,St,94103,South of Market,6,Mercy Housing California,75,0,74,0,25,25,24,0,0,0,0,74,0,0,0,0,0,0,0,0,74,0,0,0,0,2003,2003,37.78,-122.4077988,POINT (-122.4077988 37.78),32,1,10,34,34,28853,14,2,9
1991-008,Webster Apartments,650,Webster,St,94102,Hayes Valley,5,Progress Foundation,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1993,1993,37.78,-122.4293976,POINT (-122.42939760000002 37.78),97,4,11,39,41,29490,7,9,11
1989-011,Progress Apartments,1272,South Van Ness,Ave,94110,Mission,9,Progress Foundation,12,0,11,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,11,0,0,1992,1992,37.75,-122.4166641,POINT (-122.4166641 37.75),53,3,2,20,19,28859,2,4,7
2004-034,Parkview Terraces,871,Turk,St,94102,Western Addition,5,Chinatown Community Development Center / Bayside Communities,101,0,100,0,0,59,41,0,0,0,0,0,100,0,20,20,0,0,0,0,100,0,0,0,0,2008,2008,37.78,-122.4235153,POINT (-122.42351530000002 37.78),21,4,11,39,41,28852,7,9,11
2006-027,125 Mason Street,125,Mason,St,94102,Tenderloin,6,Glide,81,0,80,0,0,0,15,33,20,12,0,80,0,0,0,0,0,0,0,0,0,80,0,0,0,2008,2008,37.78,-122.4097443,POINT (-122.4097443 37.78),32,1,10,34,34,28853,14,2,9
1996-013,Hotel Isabel,1091-1099,Mission,St,94103,South of Market,6,TODCO Group,75,0,73,0,73,0,0,0,0,0,0,73,0,0,4,0,0,0,0,0,73,0,0,0,0,1999,1999,37.78,-122.4105377,POINT (-122.41053770000002 37.78),32,5,10,34,34,28853,14,2,9
2000-008,Pierce Street Apartments,220,Pierce,St,94117,Haight Ashbury,5,Tenderloin Neighborhood Development Corporation,8,0,8,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,1960,2001,37.77,-122.4335022,POINT (-122.43350220000002 37.77),28,7,5,3,9,29492,15,5,5
1993-006,Woolsey Apartments,195,Woolsey,St,94134,Portola,9,Bernal Heights Neighborhood Center,10,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,7,0,0,0,1926,1995,37.72,-122.4033737,POINT (-122.4033737 37.72),91,9,9,25,28,309,10,7,8
2015-015,1353-1357 Folsom Street,1353,Folsom,St,94103,South of Market,6,San Francisco Community Land Trust,3,0,3,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1912,2016,37.77,-122.4121552,POINT (-122.41215520000002 37.77),32,1,10,20,19,28853,8,2,9
1994-015,Maitri,401,Duboce,Ave,94114,Castro/Upper Market,8,Maitri,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1997,1997,37.77,-122.4294281,POINT (-122.4294281 37.77),28,7,5,9,10,29492,7,9,5
2011-001,280 Beale,280,Beale,St,94105,Financial District/South Beach,6,Mercy Housing California,70,0,69,0,0,0,55,14,0,0,0,69,0,0,0,0,0,0,0,0,69,0,0,0,0,2015,2015,37.79,-122.3925781,POINT (-122.39257810000001 37.79),108,1,10,8,6,28855,6,2,9
2002-019,Mission Creek Senior Community,225,Berry,St,94158,Mission Bay,6,Mercy Housing California,140,0,139,0,0,0,139,0,0,0,0,0,139,0,51,51,0,0,0,0,139,0,0,0,0,2006,2006,37.77,-122.3940887,POINT (-122.39408870000001 37.77),34,1,10,4,20,310,14,3,9
2013-034,1760 Bush,1760,Bush,St,94109,Pacific Heights,5,John Stewart Company,108,0,107,0,0,83,23,1,0,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,0,1972,2016,37.79,-122.4264118,POINT (-122.42641180000001 37.79),102,4,6,30,27,28858,13,9,1
1995-010,Walden Adolescent,214,Haight,St,94102,Hayes Valley,5,HealthRight360,64,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1966,1997,37.77,-122.4261475,POINT (-122.42614750000001 37.77),27,7,5,9,10,28852,7,9,5
2013-027,462 Duboce- RAD Cluster 6,462,Duboce,Ave,94117,Hayes Valley,8,Bridge Housing & MEDA Housing,42,0,41,0,0,34,7,0,0,0,0,0,41,0,0,0,41,0,0,0,41,0,0,0,0,1971,2015,37.77,-122.4307938,POINT (-122.4307938 37.77),28,7,5,9,10,29492,15,9,5
2002-022,Plaza Apartments,988-992,Howard,St,94103,South of Market,6,Tenderloin Neighborhood Development Corporation,106,0,106,0,0,106,0,0,0,0,0,106,0,0,106,53,0,0,0,0,106,0,0,0,0,2005,2005,37.78,-122.407135,POINT (-122.40713499999998 37.78),32,1,10,34,34,28853,14,2,9
1970-001,Ridgeview Terrace Apartments,140,Cashmere,St,94124,Bayview Hunters Point,10,"Ridgeview Terrace Affordable Housing, Inc.",101,0,100,0,0,12,36,27,14,10,1,100,0,0,0,0,0,0,0,0,20,80,0,0,0,2001,2001,37.74,-122.3846893,POINT (-122.3846893 37.74),86,2,9,1,1,58,10,3,8
2008-035,Bayview Hill Gardens,1075,Le Conte,Ave,94124,Bayview Hunters Point,10,Mercy Housing California,73,0,72,0,0,15,24,25,8,0,0,66,0,6,72,55,0,0,0,0,72,0,0,0,0,2013,2013,37.72,-122.3981094,POINT (-122.3981094 37.72),88,2,9,1,1,58,10,3,8
2005-033,Mosaica Senior Apartments,655,Alabama,St,94110,Mission,9,Tenderloin Neighborhood Development Corporation,24,0,24,0,0,19,5,0,0,0,0,0,24,0,11,11,0,0,11,0,0,13,0,0,0,2009,2009,37.76,-122.4115067,POINT (-122.4115067 37.76),53,3,2,20,19,28859,2,4,7
1990-012,Hayes Adult Residence,890,Hayes,St,94117,Hayes Valley,5,HealthRight360,115,115,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,1900,1992,37.78,-122.4309006,POINT (-122.4309006 37.78),97,4,11,39,41,29490,15,9,11
1997-019,Tabernacle Vista Apartments,2139,O'Farrell,St,94115,Western Addition,5,Tabernacle Community Development Corporation,21,0,21,0,0,7,11,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21,0,0,2010,2010,37.78,-122.4401703,POINT (-122.44017029999999 37.78),13,7,11,39,41,29490,15,5,11
1984-006,St. Claire Residence,585,Geary,St,94102,Tenderloin,6,Chinatown Community Development Center,41,0,39,0,21,6,12,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,1919,1987,37.79,-122.4128418,POINT (-122.4128418 37.79),50,6,3,21,21,28858,5,1,10
1997-014,Bayview Commons,4445,3rd,St,94124,Bayview Hunters Point,10,San Francisco Housing Development Corporation,30,0,29,0,0,0,0,19,8,2,0,29,0,0,0,0,0,0,0,0,8,21,0,0,0,2002,2003,37.74,-122.3894348,POINT (-122.3894348 37.74),86,2,9,1,1,58,10,3,8
2007-005,Willie B. Kennedy Senior Housing,1239,Turk,St,94115,Western Addition,5,Tenderloin Neighborhood Development Corporation,98,0,97,0,0,32,65,0,0,0,0,0,97,0,20,0,0,0,0,0,97,0,0,0,0,2016,2016,37.78,-122.4286804,POINT (-122.4286804 37.78),97,4,11,39,41,29490,7,9,11
2001-011,665 Clay,665,Clay,St,94111,Chinatown,3,Chinatown Community Development Center,25,0,25,0,11,12,1,1,0,0,0,25,0,0,0,0,0,9,9,0,7,0,0,0,0,1906,2002,37.79,-122.4040985,POINT (-122.4040985 37.79),19,6,3,8,6,28857,5,1,10
1993-010,Richmond Hills Family Center,6324,Geary,Blvd,94121,Outer Richmond,1,Mercy Housing California,20,35,0,20,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,20,0,0,0,0,1920,1997,37.78,-122.4873886,POINT (-122.4873886 37.78),8,8,4,29,26,55,11,6,2
2016-038,Washburn Hotel,38-42,Washburn,St,94103,South of Market,6,Conard House,22,0,22,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,1991,1991,37.78,-122.4145889,POINT (-122.4145889 37.78),21,5,10,36,36,28852,7,10,9
1994-008,2300 Van Ness,2300,Van Ness,Ave,94109,Russian Hill,3,"Asian, Inc.",22,0,21,0,0,0,6,7,6,2,0,21,0,0,0,0,0,0,0,0,8,13,0,0,0,1913,2000,37.8,-122.4232712,POINT (-122.4232712 37.8),107,4,6,32,32,28858,13,9,1
2017-014,19-23 Precita Avenue - Small Sites,19-23,Precita,Ave,94110,Bernal Heights,9,Mission Economic Development Agency,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1900,2017,37.75,-122.4184682,POINT (-122.4184682 37.75),53,3,2,20,19,28859,2,4,7
1999-022,SOMA Family Apts (8th & Howard),1166,Howard,St,94103,South of Market,6,Tenderloin Neighborhood Development Corporation,74,0,74,0,0,0,12,40,22,0,0,74,0,0,0,0,0,0,0,0,24,50,0,0,0,2000,2003,37.78,-122.4114761,POINT (-122.4114761 37.78),32,5,10,34,34,28853,14,2,9
1995-020,Coventry Place,1550,Sutter,St,94109,Pacific Heights,5,SRG Senior Living,169,0,34,0,5,23,6,0,0,0,0,0,34,0,0,0,0,0,0,0,34,0,0,0,0,1998,1998,37.79,-122.4259644,POINT (-122.4259644 37.79),102,4,6,30,27,28858,13,9,1
1987-005,City Heights Apts (aka Avalon Nob Hill),840,Post,St,94109,Nob Hill,3,"Bay Apartment Communities, Inc.",185,0,37,0,0,9,23,5,0,0,0,37,0,0,0,0,0,0,0,0,37,0,0,0,0,1988,1987,37.79,-122.4159393,POINT (-122.4159393 37.79),50,6,3,21,21,28858,13,1,10
1989-008,Plaza del Sol,440,Valencia,St,94103,Mission,8,Mission Housing Development Corporation,59,0,59,0,0,0,0,25,29,5,0,59,0,0,0,0,0,0,0,0,0,59,0,0,0,1994,1994,37.77,-122.4228745,POINT (-122.42287449999999 37.77),32,1,5,20,19,28853,8,2,5
2013-023,1880 Pine Street- RAD California Corridor,1880,Pine,St,94109,Pacific Heights,2,Mercy Housing California,113,0,112,0,0,97,14,1,0,0,0,0,112,0,0,0,12,0,0,0,112,0,0,0,0,1900,2015,37.79,-122.4265823,POINT (-122.4265823 37.79),102,4,6,30,27,28858,13,9,1
1981-004,70 Moss,70,Moss,St,94103,South of Market,6,Mission Housing Development Corporation,5,0,3,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1916,1983,37.78,-122.4079514,POINT (-122.4079514 37.78),32,1,10,34,34,28853,14,2,9
2011-009,Hunters View Phase IIA- 7a-7d & 11e-11f,112,Middle Point,Rd,94124,Bayview Hunters Point,10,John Stewart Company / Ridgepoint / Devine & Gong,107,0,106,0,0,0,30,31,34,10,1,107,0,0,0,0,5,0,0,0,26,0,80,0,0,2014,2014,37.74,-122.3797739,POINT (-122.37977389999999 37.74),76,2,9,1,1,58,10,3,8
1996-008,Cecil Williams Glide Community House,333,Taylor,St,94102,Tenderloin,6,Glide,52,0,52,0,0,22,13,9,8,0,0,52,0,0,0,0,0,0,0,0,52,0,0,0,0,1999,1999,37.79,-122.4116135,POINT (-122.4116135 37.79),50,6,3,21,21,28857,5,1,10
1992-006,Market Heights,1000,Tompkins,Ave,94110,Bernal Heights,9,Bernal Heights Neighborhood Center,46,0,45,0,0,0,6,16,22,1,0,45,0,0,0,0,0,0,0,0,22,23,0,0,0,1996,1996,37.74,-122.410141,POINT (-122.410141 37.74),83,9,2,2,2,28859,10,7,7
2015-012,Pigeon Palace,2840-2848,Folsom,St,94110,Mission,9,San Francisco Community Land Trust,6,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,1900,2015,37.75,-122.4143677,POINT (-122.4143677 37.75),53,3,2,20,19,28859,2,4,7
2008-031,Rafiki House,1761,Turk,St,94115,Western Addition,5,Rafiki House,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1990,1996,37.78,-122.4379959,POINT (-122.4379959 37.78),97,4,11,39,41,29490,15,5,11
2013-038,1750 McAllister,1750,McAllister,St,94115,Western Addition,5,Community Housing Partnership,97,0,97,0,0,75,21,1,0,0,0,0,97,0,0,0,97,0,0,0,97,0,0,0,0,1900,2016,37.78,-122.4405381,POINT (-122.44053810000001 37.78),13,7,6,39,41,29490,15,5,1
1988-002,Lady Shaw,1483,Mason,St,94133,Nob Hill,3,Self Help For The Elderly,70,0,69,0,0,63,6,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,69,0,0,1990,1990,37.8,-122.412323,POINT (-122.41232299999999 37.8),107,6,3,6,4,308,3,1,10
1989-012,El Dorado Hotel,150,9th,St,94103,South of Market,6,Conard House,57,0,43,0,43,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,43,0,0,1990,1990,37.78,-122.4141159,POINT (-122.41411590000001 37.78),21,5,10,36,36,28852,7,10,9
2000-009,Tower 737 (aka Post St Towers),737,Post,St,94109,Tenderloin,3,Sequoia Equities,248,0,49,0,0,29,12,8,0,0,0,49,0,0,0,0,0,0,0,0,0,0,49,0,0,1985,1986,37.79,-122.414032,POINT (-122.414032 37.79),50,6,3,21,21,28858,5,1,10
1998-018,TIHDI: 1445 Chinook,1445,Chinook,Ct,94130,Treasure Island,6,HealthRight360,6,26,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1960,2000,37.82,-122.3736725,POINT (-122.3736725 37.82),36,1,10,37,37,62,,2,9
1999-010,Alexander Residence,230,Eddy,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,179,0,178,0,0,132,46,0,0,0,0,0,178,0,0,0,0,0,0,0,178,0,0,0,0,2004,2004,37.78,-122.411499,POINT (-122.41149900000002 37.78),32,5,10,34,34,28853,14,2,9
2015-016,70-72C Belcher Street,70,Belcher,St,94114,Castro/Upper Market,8,San Francisco Community Land Trust,5,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1906,2016,37.77,-122.4304428,POINT (-122.4304428 37.77),28,7,5,9,10,29492,15,9,5
1981-002,Madrid Hotel,22,South Park,Park,94107,Financial District/South Beach,6,Mission Housing Development Corporation,44,0,44,0,42,2,0,0,0,0,0,44,0,0,0,0,0,0,40,0,4,0,0,0,0,1996,1985,37.78,-122.3936462,POINT (-122.3936462 37.78),31,1,10,8,6,28856,6,2,9
1994-012,Glenridge Apartments,9,Berkeley,Way,94131,Glen Park,8,Glenridge Apartments Residents' Council,275,0,273,0,0,0,52,100,113,8,0,273,0,0,0,0,0,0,0,0,142,0,67,64,0,1996,1996,37.74,-122.4380569,POINT (-122.43805690000002 37.74),57,9,5,10,7,63,2,7,5
2016-025,1500 Cortland,1500,Cortland,Ave,94110,Bernal Heights,9,Mission Economic Development Agency,4,0,4,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1959,2016,37.74,-122.409317,POINT (-122.40931700000002 37.74),83,9,2,2,2,28859,10,7,7
1984-002,Cadillac Hotel,380,Eddy,St,94102,Tenderloin,6,Reality House West,158,0,158,0,158,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,158,0,0,0,1907,1992,37.78,-122.4139404,POINT (-122.41394039999999 37.78),21,5,10,36,36,28852,7,10,9
2016-001,111 Jones,111,Jones,St,94102,Tenderloin,6,Mercy Housing California,108,0,108,0,0,8,64,16,20,0,0,108,0,0,0,0,0,0,0,0,0,0,108,0,0,1993,1993,37.78,-122.4126282,POINT (-122.4126282 37.78),32,5,10,34,34,28853,8,2,9
1996-012,Presentation Senior Community,301,Ellis,St,94102,Tenderloin,6,Mercy Housing California,93,0,92,0,0,61,31,0,0,0,0,0,92,0,0,0,0,0,0,0,92,0,0,0,0,2001,2001,37.78,-122.411438,POINT (-122.411438 37.78),32,5,10,34,34,28853,14,2,9
1980-006,Clayton Hotel,657,Clay,St,94111,Chinatown,3,Chinatown Community Development Center,82,0,81,0,81,0,0,0,0,0,0,81,0,0,0,0,0,0,81,0,0,0,0,0,0,1915,1984,37.79,-122.4040375,POINT (-122.40403749999999 37.79),19,6,3,8,6,28857,5,1,10
1990-004,Ritz Hotel,216,Eddy,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,89,0,88,0,88,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,88,0,0,0,0,1915,1992,37.78,-122.4112473,POINT (-122.41124730000001 37.78),32,5,10,34,34,28853,14,2,9
1998-016,TIHDI: TISH Phases 1 & 2,1403,Sturgeon,St,94130,Treasure Island,6,Catholic Charities,66,0,66,0,0,0,0,44,18,4,0,66,0,0,0,0,0,0,0,0,66,0,0,0,0,1974,2000,37.83,-122.3747482,POINT (-122.37474820000001 37.83),36,1,10,37,37,62,,2,9
2013-042,350 Ellis,350,Ellis,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,96,0,96,0,0,72,24,0,0,0,0,0,96,0,0,0,96,0,0,0,96,0,0,0,0,1970,2016,37.79,-122.4121244,POINT (-122.41212439999998 37.79),50,6,3,21,21,28857,5,1,10
1995-018,Larkin St Assisted Care Program,129,Hyde,St,94102,Tenderloin,6,Larkin Street Youth Services,12,0,12,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,1930,1996,37.78,-122.4159393,POINT (-122.4159393 37.78),21,5,10,36,36,28852,7,10,9
1986-001,Carmelita Apartments,391,Valencia,St,94103,Mission,9,Housing Development & Neighborhood Preservation Corporation,40,0,24,0,0,4,6,10,4,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,1911,1990,37.77,-122.4217529,POINT (-122.4217529 37.77),32,3,2,20,19,28853,8,4,7
2006-026,Baldwin House Hotel,72-76,6th,St,94103,South of Market,6,Tenderloin Housing Clinic,207,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,2008,2008,37.78,-122.4093628,POINT (-122.4093628 37.78),32,1,10,34,34,28853,14,2,9
2004-025,Hotel Essex,684,Ellis,St,94109,Tenderloin,6,Community Housing Partnership,84,0,84,0,0,84,0,0,0,0,0,76,0,8,84,44,0,30,0,0,54,0,0,0,0,1913,2008,37.78,-122.417511,POINT (-122.417511 37.78),21,4,10,36,36,28852,7,9,9
1992-010,2782 24th,2782,24th,St,94110,Mission,9,Mission Housing Development Corporation,3,0,3,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,1900,1994,37.75,-122.4078903,POINT (-122.40789030000002 37.75),53,3,2,20,19,28859,2,4,7
1991-004,St. Olga's Home,275,Collins,St,94118,Lone Mountain/USF,1,Russian American Community Services,10,14,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,1900,1991,37.78,-122.4500732,POINT (-122.45007319999999 37.78),12,7,4,18,16,54,15,6,2
2000-013,Ocean Beach Apartments,720-740,La Playa,St,94121,Outer Richmond,1,San Francisco Housing Development Corporation / Bayside Communities,85,0,84,0,0,0,27,54,3,0,0,84,0,0,0,0,0,0,0,0,0,84,0,0,0,2003,2003,37.77,-122.5097961,POINT (-122.50979609999999 37.77),9,8,4,12,8,55,11,6,2
2001-020,Folsom + Dore Apartments,1346,Folsom,St,94103,South of Market,6,Tenderloin Neighborhood Development Corporation,98,0,96,0,0,34,56,6,0,0,0,96,0,0,40,20,0,0,46,0,0,50,0,0,0,2004,2005,37.77,-122.4124832,POINT (-122.41248320000001 37.77),32,1,10,20,19,28853,8,2,9
1993-002,Asian Women's Shelter,0,Confidential,,00000,Confidential,6,Mei Fong And Associates,5,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1994,1994,,,,,,,,,,,,
2013-048,Ping Yuen,"655, 711-795 and 895",Pacific,Ave,94133,Chinatown,3,"Chinatown Community Development Center, Inc.",234,0,233,0,0,0,46,91,75,21,0,233,0,0,0,0,0,0,0,0,233,0,0,0,0,1950,2016,37.8,-122.4095743,POINT (-122.4095743 37.8),106,6,3,23,23,308,3,1,10
1985-001,Civic Center Residence,44,McAllister,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,212,0,211,0,211,0,0,0,0,0,0,211,0,0,105,0,0,0,0,0,211,0,0,0,0,1924,1991,37.78,-122.4127884,POINT (-122.4127884 37.78),32,5,10,34,34,28853,8,2,9
2013-032,25 Sanchez- RAD Cluster 6,25,Sanchez,St,94114,Castro/Upper Market,8,Bridge Housing & MEDA Housing,90,0,89,0,0,75,14,0,0,0,0,0,89,0,0,0,89,0,0,0,89,0,0,0,0,1972,2015,37.77,-122.4309769,POINT (-122.43097690000002 37.77),28,7,5,9,10,29492,15,9,5
1982-008,Yosemite Apartments,480,Eddy,St,94109,Tenderloin,6,Tenderloin Neighborhood Development Corporation,32,0,20,0,0,19,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,1924,1984,37.78,-122.4155045,POINT (-122.4155045 37.78),21,5,10,36,36,28852,7,10,9
2007-020,Octavia Court,261,Octavia,St,94102,Hayes Valley,5,West Bay Housing Corporation / Satellite Housing,15,0,14,0,0,0,12,2,0,0,0,14,0,0,0,0,14,0,0,0,14,0,0,0,0,2010,2010,37.77,-122.4244614,POINT (-122.42446139999998 37.77),27,1,5,20,19,28853,8,2,5
