Project ID,Project Name,Street Number,Street Name,Street Type,Zip Code,City Analysis Neighborhood,Supervisor District,Project Sponsor,Total Units,Total Beds,Affordable Units,Affordable Beds,Single Room Occupancy Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Family Units,Senior Units,TAY Units,Homeless Units,LOSP Units,Disabled Units,20% AMI,30% AMI,40% AMI,50% AMI,60% AMI,80% AMI,120% AMI,More than 120% AMI,Year Building Constructed,Year Affordability Began,Latitude,Longitude,Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_bh8s_q3mv,:@computed_region_yftq_j783,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9
1997-010,La Playa Apartments,770,La Playa,St,94121,Outer Richmond,1,Progress Foundation,14,0,13,0,0,0,0,13,0,0,0,13,0,0,0,0,13,0,0,0,13,0,0,0,0,2006,2005,37.77,-122.5097504,POINT (-122.5097504 37.77),9,8,4,12,8,55,11,6,2
2017-003,1015 Shotwell,1015,Shotwell,St,94110,Mission,9,Mission Economic Development Agency,10,0,10,0,0,2,7,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,1900,2017,37.75,-122.4147941,POINT (-122.4147941 37.75),53,3,2,20,19,28859,2,4,7
1999-014,Friendship House,56,Julian,Ave,94103,Mission,9,Friendship House,20,80,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,2005,2005,37.77,-122.421402,POINT (-122.42140200000001 37.77),32,3,2,20,19,28853,8,4,7
1988-007,Monsignor Lyne Community,118,Diamond,St,94114,Castro/Upper Market,8,Mercy Housing California,20,0,19,0,0,4,15,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,1989,1989,37.76,-122.4370041,POINT (-122.4370041 37.76),38,3,5,5,3,28862,2,4,5
1993-012,Gabreila Apartments,583-587,Natoma,St,94103,South of Market,6,Housing Development & Neighborhood Preservation Corporation,29,0,29,0,0,0,4,9,12,3,1,29,0,0,0,0,0,0,0,0,0,0,29,0,0,1996,1996,37.78,-122.4093857,POINT (-122.40938570000002 37.78),32,1,10,34,34,28853,14,2,9
1998-011,Eugene Coleman Senior Community,328,Tehama,St,94103,South of Market,6,TODCO Group,85,0,84,0,0,55,29,0,0,0,0,0,84,0,0,0,0,0,0,0,84,0,0,0,0,2005,2005,37.78,-122.4027557,POINT (-122.40275570000001 37.78),32,1,10,34,34,28856,6,2,9
1995-014,Cameo Apartments,481,Eddy,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,31,0,30,0,0,28,2,0,0,0,0,30,0,0,0,0,0,0,0,0,6,24,0,0,0,1916,1985,37.78,-122.4155045,POINT (-122.4155045 37.78),21,5,10,36,36,28852,7,10,9
1982-005,Casa Quezada,35,Woodward,St,94103,Mission,9,Dolores Street Community Services,52,0,52,0,52,0,0,0,0,0,0,52,0,0,52,52,0,0,0,0,52,0,0,0,0,1907,1985,37.77,-122.4206924,POINT (-122.4206924 37.77),32,3,2,20,19,28853,8,4,7
1980-003,3434 18th,3434,18th,St,94110,Mission,9,Mission Housing Development Corporation,8,0,8,0,0,6,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,1924,1983,37.76,-122.4202652,POINT (-122.42026519999999 37.76),53,3,2,20,19,28859,2,4,7
1990-007,375 Eddy,375,Eddy,St,94102,Tenderloin,6,Indochinese Housing Development Corporation,35,0,32,0,0,25,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,32,0,0,1993,1993,37.78,-122.413681,POINT (-122.413681 37.78),21,5,10,36,36,28852,7,10,9
2012-019,Potrero HOPE SF - Phase I - Block X,1101,Connecticut Street,,,Potrero Hill,10,BRIDGE Housing Corporation,72,0,71,0,0,2,10,50,9,0,0,71,0,0,0,0,0,0,0,0,40,31,0,0,0,2018,2018,37.75201706,-122.3959658,POINT (-122.3959658 37.75201706),54,2,9,1,1,28856,10,3,8
1994-004,Fannie Lou Hamer House,1221,Cortland,Ave,94110,Bernal Heights,9,Bernal Heights Neighborhood Center,2,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1911,1997,37.74,-122.411972,POINT (-122.411972 37.74),83,9,2,2,2,28859,10,7,7
1989-003,Abel Gonzales Apartments,1045,Capp,St,94110,Mission,9,Mission Housing Development Corporation,30,0,30,0,0,9,21,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,1908,1992,37.75,-122.4168549,POINT (-122.4168549 37.75),53,3,2,20,19,28859,2,4,7
2004-029,Walden House,815,Buena Vista,Ave,94117,Haight Ashbury,5,HealthRight360,0,108,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,1916,2008,37.77,-122.4430771,POINT (-122.4430771 37.77),112,7,5,3,9,29492,15,5,5
2006-022,Zygmunt Arendt House,850,Broderick,St,94115,Western Addition,5,Community Housing Partnership,47,0,46,0,0,46,0,0,0,0,0,0,46,0,46,30,0,0,46,0,0,0,0,0,0,2010,2010,37.78,-122.4398193,POINT (-122.43981930000001 37.78),13,7,11,39,41,29490,15,5,11
2000-017,Buena Vista Terrace,1250,Haight,St,94117,Haight Ashbury,5,Tenderloin Neighborhood Development Corporation,40,0,39,0,0,33,6,0,0,0,0,0,39,0,0,0,0,0,0,0,39,0,0,0,0,1915,2007,37.77,-122.4428711,POINT (-122.44287110000002 37.77),112,7,5,3,9,29492,15,5,5
2009-020,Mary Helen Rogers Senior Community,701-725,Golden Gate,Ave,94102,Western Addition,5,Chinatown Community Development Center,100,0,99,0,0,28,71,0,0,0,0,0,99,0,20,0,0,0,0,0,99,0,0,0,0,2013,2012,37.78,-122.4223862,POINT (-122.4223862 37.78),21,4,11,39,41,28852,7,9,11
2016-066,3840 Folsom Street,3840,Folsom,St,94110,Bernal Heights,9,Mission Economic Development Agency,4,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1905,2016,37.74,-122.4135361,POINT (-122.4135361 37.74),83,9,2,2,2,28859,2,7,7
1990-014,Fell Street Apartments,333,Fell,St,94102,Hayes Valley,5,Bridge Housing,82,0,82,0,0,4,20,24,34,0,0,82,0,0,0,0,0,0,0,0,0,0,82,0,0,1994,1994,37.78,-122.4234314,POINT (-122.42343139999998 37.78),21,4,11,39,41,28852,7,9,11
2001-016,Curry Senior Center Apartments,315,Turk,St,94102,Tenderloin,6,Curry Senior Center / 321 Turk,14,0,13,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,1920,2003,37.78,-122.4143372,POINT (-122.41433720000002 37.78),21,5,10,36,36,28852,7,10,9
2012-009,Pacific Pointe,350,Friedell,St,94124,Bayview Hunters Point,10,Amcal,60,0,59,0,0,0,27,20,12,0,0,59,0,0,0,0,0,0,0,0,59,0,0,0,0,2016,2016,37.73,-122.3707657,POINT (-122.3707657 37.73),78,2,9,1,1,58,10,3,8
1996-009,John King Senior Community,500,Raymond,Ave,94134,McLaren Park,10,Mercy Housing California,91,0,90,0,0,0,90,0,0,0,0,0,90,0,0,0,0,0,0,0,90,0,0,0,0,2002,2002,37.72,-122.4123459,POINT (-122.4123459 37.72),73,9,2,19,18,309,9,7,7
2013-028,666 Ellis Street - RAD Cluster 4,666,Ellis,St,94109,Tenderloin,6,Community Housing Partnership,99,0,99,0,0,77,22,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,0,1970,2015,37.78,-122.4172363,POINT (-122.4172363 37.78),21,4,10,36,36,28852,7,9,9
2013-043,Alemany,951,Ellsworth,St,94110,Bernal Heights,9,BRIDGE Housing Corporation and Bernal Heights Neighborhood Center,150,0,148,0,0,0,7,98,41,2,0,148,0,0,0,0,0,0,0,0,148,0,0,0,0,1956,2016,37.73,-122.4170542,POINT (-122.4170542 37.73),92,2,2,25,28,309,9,3,7
1984-007,735 Ellis,735,Ellis,St,94109,Tenderloin,6,"Asian, Inc.",30,0,30,0,0,24,6,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,1909,1987,37.78,-122.4183044,POINT (-122.4183044 37.78),21,4,10,36,36,28852,7,9,9
1998-008,Veterans Academy,1030,Girard,Rd,94129,Presidio,2,Swords To Plowshares,108,0,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,1975,2000,37.8,-122.453392,POINT (-122.453392 37.8),3,,6,27,30,61,11,,1
2008-005,The Openhouse Community at 55 Laguna (Richardson Hall),55,Laguna,St,94102,Hayes Valley,8,Mercy Housing California,40,0,39,0,0,10,26,3,0,0,0,0,39,0,8,0,0,0,0,0,39,0,0,0,0,2016,2017,37.77,-122.4261466,POINT (-122.42614660000001 37.77),27,7,5,9,10,28852,7,9,5
1996-004,Britton Courts,1250,Sunnydale,Ave,94134,Visitacion Valley,10,Mercy Housing California,92,0,92,0,0,0,0,63,21,8,0,92,0,0,0,0,0,0,0,0,46,46,0,0,0,2000,2000,37.71,-122.4133606,POINT (-122.4133606 37.71),75,9,9,40,39,309,9,7,8
1984-001,Women's Hope,2261,Bryant,St,94110,Mission,9,Mission Housing Development Corporation / HealthRight360,16,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,1987,1987,37.76,-122.4093399,POINT (-122.4093399 37.76),53,3,9,20,19,28859,2,4,8
1988-003,1738 Mission,1738,Mission,St,94103,Mission,9,"Asian, Inc.",10,0,7,0,0,0,3,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,1907,1995,37.77,-122.4203873,POINT (-122.42038730000002 37.77),32,3,2,20,19,28853,8,4,7
1999-018,Notre Dame Apartments,1590,Broadway,Yes,94109,Russian Hill,3,Chinatown Community Development Center,204,0,201,0,0,140,61,0,0,0,0,201,0,0,0,0,0,0,0,0,100,101,0,0,0,2004,2004,37.8,-122.4227371,POINT (-122.4227371 37.8),107,4,6,32,32,28858,13,9,1
1999-011,Antonia Manor,180,Turk,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,133,0,133,0,131,0,2,0,0,0,0,3,130,0,0,0,0,0,0,0,133,0,0,0,0,2004,2004,37.78,-122.4122162,POINT (-122.4122162 37.78),32,5,10,34,34,28853,8,2,9
1982-001,Tower Hotel,1525,Grant,Ave,94133,North Beach,3,Chinatown Community Development Center,33,0,17,0,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,1911,1983,37.8,-122.4078903,POINT (-122.40789030000002 37.8),106,6,3,23,23,308,3,1,10
2010-001,Edward II,3151-3155,Scott,St,94123,Marina,2,Community Housing Partnership,25,0,24,0,24,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,24,0,0,0,0,1914,2014,37.8,-122.4411392,POINT (-122.44113919999998 37.8),17,4,6,13,17,57,13,9,1
2013-033,990 Pacific Avenue,990,Pacific,Ave,94133,Chinatown,3,Chinatown Community Development Center,92,0,91,0,0,74,17,0,0,0,0,0,91,0,0,0,91,0,0,0,91,0,0,0,0,1912,2015,37.8,-122.4113846,POINT (-122.4113846 37.8),107,6,3,6,4,308,3,1,10
2001-012,Hartland Hotel,909,Geary,St,94109,Tenderloin,6,Tenderloin Housing Clinic,136,0,136,0,136,0,0,0,0,0,0,136,0,0,137,0,0,0,114,0,22,0,0,0,0,1915,2004,37.79,-122.4182892,POINT (-122.41828920000002 37.79),16,6,3,21,21,28858,13,1,10
2015-006,308 Turk Street,308,Turk,St,94102,Tenderloin,6,San Francisco Community Land Trust,20,0,20,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,1923,2015,37.78,-122.4144363,POINT (-122.41443629999999 37.78),21,5,10,36,36,28852,7,10,9
1993-005,1912 McAllister,1912,McAllister,St,94115,Lone Mountain/USF,5,Westside Community Services,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1900,1994,37.78,-122.4436951,POINT (-122.4436951 37.78),13,7,6,18,16,29490,15,5,1
2004-033,Banneker Homes,745-785,Fulton,St,94102,Hayes Valley,5,"Banneker Homes, Inc.",108,0,108,0,0,0,12,40,35,21,0,108,0,0,0,0,0,0,0,0,22,0,86,0,0,2008,2008,37.78,-122.4289474,POINT (-122.4289474 37.78),97,4,11,39,41,29490,7,9,11
2005-034,149 Mason Street Apartments,149,Mason,St,94102,Tenderloin,6,Glide,56,0,55,0,0,55,0,0,0,0,0,55,0,0,56,55,0,0,0,0,55,0,0,0,0,2009,2009,37.78,-122.4097443,POINT (-122.4097443 37.78),32,1,10,34,34,28853,14,2,9
1972-001,Sutter Apartments,1480,Sutter,St,94109,Western Addition,2,"Sutter Gough, LP",67,0,67,0,0,24,43,0,0,0,0,67,0,0,0,0,0,0,0,0,0,67,0,0,0,2000,1973,37.79,-122.4247513,POINT (-122.4247513 37.79),102,4,6,39,41,28858,13,9,1
2013-022,255 Woodside Avenue- RAD Cluster 6,255,Woodside,Ave,94127,Twin Peaks,7,Bridge Housing & MEDA Housing,109,0,108,0,0,87,21,0,0,0,0,0,108,0,0,0,108,0,0,0,108,0,0,0,0,1962,2015,37.75,-122.4552307,POINT (-122.4552307 37.75),49,7,8,38,38,63,1,5,4
1994-011,479 Natoma,479,Natoma,St,94103,South of Market,6,"Asian, Inc.",30,0,29,0,0,0,0,14,14,1,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,1997,1997,37.78,-122.4069824,POINT (-122.4069824 37.78),32,1,10,34,34,28853,14,2,9
1995-011,Notre Dame Plaza,347,Dolores,St,94110,Mission,8,Mercy Housing California,66,0,65,0,0,14,51,0,0,0,0,0,65,0,0,0,0,0,0,0,65,0,0,0,0,1920,1997,37.76,-122.4254074,POINT (-122.4254074 37.76),37,3,5,20,19,28859,2,4,5
2016-037,Howard Street Apartments,1601,Howard,St,94103,Mission,6,Tenderloin Neighborhood Development Corporation,12,0,12,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,1906,1999,37.77,-122.4167862,POINT (-122.4167862 37.77),32,1,10,20,19,28853,8,2,9
2008-036,Turk & Eddy Apartments,249,Eddy,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,82,0,80,0,0,77,3,0,0,0,0,0,80,0,0,0,0,0,0,0,80,0,0,0,0,2010,2010,37.78,-122.4117279,POINT (-122.4117279 37.78),32,5,10,34,34,28853,14,2,9
2014-001,534 Natoma,534-536,Natoma,St,94103,South of Market,6,San Francisco Community Land Trust,5,0,5,0,0,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1911,2013,37.7796377,-122.4086441,POINT (-122.4086441 37.7796377),32,1,10,34,34,28853,14,2,9
1990-011,Baker's Dozen,733,Baker,St,94115,Lone Mountain/USF,5,Northern California Land Trust,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1904,1991,37.78,-122.442131,POINT (-122.44213099999999 37.78),13,7,6,18,16,29490,15,5,1
1999-023,Jelani Family Program,1638,Kirkwood,Ave,94124,Bayview Hunters Point,10,"Jelani, Inc. (Bayview Hunters Point Foundation)",8,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1950,2000,37.74,-122.3905716,POINT (-122.3905716 37.74),86,2,9,1,1,58,10,3,8
1991-011,Herald Hotel Apartments,302-308,Eddy,St,94102,Tenderloin,6,"Bristol Equity Capital, Inc.",72,0,29,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,0,0,0,2004,2004,37.78,-122.4129181,POINT (-122.4129181 37.78),32,5,10,34,34,28853,8,2,9
2012-001,Alice Griffith Phase 1 (Block 2),2600,Arelious Walker,Dr,94124,Bayview Hunters Point,10,"McCormack Baron Salazar / Alice Griffith Phase 1, LP",93,0,92,0,0,0,23,50,7,12,0,92,0,0,0,0,0,0,0,0,92,0,0,0,0,2017,2016,37.72,-122.3853168,POINT (-122.38531680000001 37.72),88,2,9,1,1,58,10,3,8
2015-023,Merry Go Round House - Small Sites,2976,23rd,St,94110,Mission,9,San Francisco Community Land Trust,14,0,14,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,1900,2014,37.75,-122.411738,POINT (-122.411738 37.75),53,3,2,20,19,28859,2,4,7
1994-016,Diamond View Apartments,173-204,Addison,St,94131,Glen Park,8,Diamond View Residents' Association,58,0,58,0,0,0,33,25,0,0,0,58,0,0,0,0,0,0,0,0,28,0,15,15,0,1996,1996,37.74,-122.4332504,POINT (-122.4332504 37.74),59,9,5,10,7,63,2,7,5
1987-004,Mendelsohn House,737,Folsom,St,94107,South of Market,6,TODCO Group,189,0,189,0,0,97,91,1,0,0,0,104,85,0,0,0,0,0,0,0,189,0,0,0,0,1988,1988,37.78,-122.3997345,POINT (-122.3997345 37.78),32,1,10,34,34,28856,6,2,9
1981-001,Parkview Hotel,102,South Park,St,94107,Financial District/South Beach,6,Mission Housing Development Corporation,40,0,40,0,36,4,0,0,0,0,0,40,0,0,0,0,0,0,32,0,8,0,0,0,0,1996,1995,37.78,-122.3943405,POINT (-122.3943405 37.78),32,1,10,34,34,28856,6,2,9
1997-015,Positive Match,1652,Eddy,St,94115,Western Addition,5,Bernal Heights Neighborhood Center,7,0,7,0,0,0,1,5,1,0,0,7,0,0,7,0,0,0,0,0,7,0,0,0,0,1911,2002,37.78,-122.4349594,POINT (-122.4349594 37.78),97,4,11,39,41,29490,15,5,11
2000-010,214 Dolores,214,Dolores,St,94114,Castro/Upper Market,8,Baker Places,8,0,8,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,2002,2002,37.77,-122.4270401,POINT (-122.42704009999999 37.77),27,7,5,9,10,28852,7,9,5
1989-013,St. Joseph's Family Shelter,899,Guerrero,St,94110,Mission,8,Catholic Charities,10,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1920,1991,37.76,-122.4230652,POINT (-122.4230652 37.76),37,3,5,20,19,28859,2,4,5
1989-007,SafeHouse,0,Confidential,Yes,00000,Confidential,9,San Francisco Network Ministries,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1990,1990,,,,,,,,,,,,
1998-019,Halibut Court,1432,Halibut,Ct,94130,Treasure Island,6,Swords To Plowshares,24,56,0,56,0,0,0,0,0,0,0,50,6,0,0,0,0,0,0,0,56,0,0,0,0,1982,1999,37.82,-122.3746414,POINT (-122.37464139999999 37.82),36,1,10,,,62,,2,9
2010-023,Gum Moon Residence Hall,0,Confidential,Yes,00000,Confidential,3,Gum Moon,33,30,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1911,2012,,,,,,,,,,,,
1991-007,555 Ellis Street Family Apartments,555,Ellis,St,94109,Tenderloin,6,Asian Neighborhood Design,38,0,37,0,0,9,0,9,19,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,1995,1995,37.78,-122.4154129,POINT (-122.4154129 37.78),21,5,10,36,36,28852,7,10,9
1993-009,Altamont Hotel,3048,16th,St,94103,Mission,9,Mission Housing Development Corporation,89,0,88,0,88,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,88,0,0,0,0,1909,1997,37.77,-122.4206772,POINT (-122.4206772 37.77),32,3,2,20,19,28853,8,4,7
2007-004,Rene Cazenave Apts (Transbay Block 11A),25,Essex,St,94105,Financial District/South Beach,6,Community Housing Partnership,120,0,120,0,0,108,12,0,0,0,0,120,0,0,120,120,0,0,0,0,120,0,0,0,0,2013,2013,37.79,-122.395134,POINT (-122.39513399999998 37.79),32,1,10,8,6,28855,12,2,9
2002-023,Westbrook Plaza,227-255,7th,St,94103,South of Market,6,Mercy Housing California / Soma Health Center,49,0,48,0,0,0,13,20,15,0,0,48,0,0,0,0,0,0,0,0,48,0,0,0,0,2010,2010,37.78,-122.4084244,POINT (-122.40842440000002 37.78),32,1,10,34,34,28853,14,2,9
2014-002,626 Mission Bay,626,Mission Bay,Blvd North,94158,Mission Bay,6,Tenderloin Neighborhood Development Corporation,143,0,142,0,0,0,53,46,43,0,0,142,0,0,29,0,0,6,23,0,113,0,0,0,0,2018,2018,37.77140196,-122.3917716,POINT (-122.39177160000001 37.77140196),34,1,10,4,20,310,14,3,9
2016-004,344-348 Precita Avenue,344- 348,Precita,Ave,94110,Bernal Heights,9,Mission Economic Development Agency,3,0,3,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1900,2017,37.75,-122.4126876,POINT (-122.4126876 37.75),53,3,2,20,19,28859,2,4,7
1994-007,Ashbury House,212,Ashbury,St,94117,Lone Mountain/USF,5,Progress Foundation,1,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1900,1992,37.77,-122.4471893,POINT (-122.44718930000002 37.77),25,7,11,3,9,29492,15,5,11
2017-006,35 Fair Avenue,29-35,Fair,Ave,94110,Bernal Heights,9,Mission Economic Development Agency,4,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1912,2017,37.75,-122.4191911,POINT (-122.41919109999999 37.75),53,3,2,20,19,28859,2,4,7
1990-015,Knox Hotel,241,6th,St,94103,South of Market,6,TODCO Group,140,0,138,0,138,0,0,0,0,0,0,138,0,0,15,0,0,0,0,0,138,0,0,0,0,1994,1994,37.78,-122.4062576,POINT (-122.40625760000002 37.78),32,1,10,34,34,28853,14,2,9
2013-037,Kennedy Towers (JFK Towers),2451,Sacramento,St,94115,Pacific Heights,2,Mercy Housing California,98,0,97,0,0,76,20,1,0,0,0,0,97,0,0,0,97,0,0,0,97,0,0,0,0,1900,2016,37.79,-122.4331945,POINT (-122.43319449999998 37.79),102,4,6,30,27,29490,13,9,1
2001-017,North Beach Place,455,Bay,St,94133,North Beach,3,Bridge Housing,341,0,112,0,0,0,6,69,21,16,0,65,47,0,0,0,0,0,0,0,0,112,0,0,0,2004,2004,37.8,-122.4149933,POINT (-122.4149933 37.8),107,6,3,32,32,308,5,1,10
2002-018,Padre Apartments,241,Jones,St,94102,Tenderloin,6,Mercy Housing California,41,0,40,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,1928,2004,37.78,-122.4128647,POINT (-122.4128647 37.78),32,5,10,34,34,28853,8,2,9
2004-026,Arnett Watson Apartments,650,Eddy,St,94109,Tenderloin,6,Community Housing Partnership,83,0,83,0,0,36,33,14,0,0,0,77,0,6,83,79,0,0,0,0,83,0,0,0,0,2009,2008,37.78,-122.4185638,POINT (-122.41856379999999 37.78),21,4,10,36,36,28852,7,9,9
1992-011,Columbia Park,1035,Folsom,St,94103,South of Market,6,Mercy Housing California,50,0,50,0,0,0,3,12,31,4,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,1993,1993,37.78,-122.405899,POINT (-122.405899 37.78),32,1,10,34,34,28853,14,2,9
